ASV unite_kingdom unite_phylum unite_class unite_order unite_family unite_genus unite_species
ASV_ITS_00749 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales f__Mortierellaceae g__Mortierella s__globulifera
ASV_ITS_00750 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Neobulgaria NA
ASV_ITS_00751 k__Fungi p__Ascomycota c__Pezizomycetes o__Pezizales f__Pyronemataceae g__Octospora NA
ASV_ITS_00752 k__Fungi p__Basidiomycota c__Agaricomycetes o__Thelephorales f__Thelephoraceae g__Tomentella s__badia
ASV_ITS_00753 k__Fungi NA NA NA NA NA NA
ASV_ITS_00754 k__Fungi NA NA NA NA NA NA
ASV_ITS_00755 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales f__Clavulinaceae NA NA
ASV_ITS_00756 k__Fungi NA NA NA NA NA NA
ASV_ITS_00757 k__Fungi p__Ascomycota c__Sordariomycetes o__Diaporthales f__Gnomoniaceae g__Gnomonia s__betulina
ASV_ITS_00758 k__Fungi NA NA NA NA NA NA
ASV_ITS_00759 k__Fungi p__Basidiomycota c__Tremellomycetes o__Filobasidiales f__Filobasidiaceae g__Goffeauzyma s__gilvescens
ASV_ITS_00760 k__Fungi NA NA NA NA NA NA
ASV_ITS_00761 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00762 k__Fungi NA NA NA NA NA NA
ASV_ITS_00763 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Pezoloma s__ericae
ASV_ITS_00764 k__Fungi p__Monoblepharomycota c__Sanchytriomycetes o__Sanchytriales f__Sanchytriaceae NA NA
ASV_ITS_00765 k__Fungi p__Basidiomycota c__Agaricomycetes o__Sebacinales f__Serendipitaceae g__Serendipita NA
ASV_ITS_00766 k__Fungi NA NA NA NA NA NA
ASV_ITS_00767 k__Fungi p__Ascomycota c__Leotiomycetes o__Leotiales f__Mniaeciaceae g__Epithamnolia s__rangiferinae
ASV_ITS_00768 k__Fungi NA NA NA NA NA NA
ASV_ITS_00769 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnum NA
ASV_ITS_00770 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales f__Bulleribasidiaceae g__Vishniacozyma s__dimennae
ASV_ITS_00771 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00772 k__Fungi NA NA NA NA NA NA
ASV_ITS_00773 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__Branch01 NA NA NA
ASV_ITS_00774 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Microbotryomycetes_ord_Incertae_sedis f__Chrysozymaceae g__Pseudohyphozyma NA
ASV_ITS_00775 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha NA
ASV_ITS_00776 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Leucosporidiales NA NA NA
ASV_ITS_00777 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Russula NA
ASV_ITS_00778 k__Fungi p__Basidiomycota c__Tremellomycetes o__Cystofilobasidiales f__Mrakiaceae g__Mrakia s__niccombsii
ASV_ITS_00779 k__Fungi NA NA NA NA NA NA
ASV_ITS_00780 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiales_fam_Incertae_sedis g__Leptodontidium NA
ASV_ITS_00781 k__Fungi NA NA NA NA NA NA
ASV_ITS_00782 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Russula s__aeruginea
ASV_ITS_00783 k__Fungi p__Ascomycota c__Pezizomycotina_cls_Incertae_sedis o__Pezizomycotina_ord_Incertae_sedis f__Pezizomycotina_fam_Incertae_sedis g__Isthmolongispora NA
ASV_ITS_00784 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00785 k__Fungi NA NA NA NA NA NA
ASV_ITS_00786 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Hydnangiaceae g__Laccaria NA
ASV_ITS_00787 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyalopeziza s__pygmaea
ASV_ITS_00788 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales f__Cladosporiaceae g__Cladosporium NA
ASV_ITS_00789 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Tricholomataceae g__Lichenomphalia s__umbellifera
ASV_ITS_00790 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Sporidiobolales f__Sporidiobolaceae g__Rhodotorula NA
ASV_ITS_00791 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_00792 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyphodiscus NA
ASV_ITS_00793 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Pezoloma s__ericae
ASV_ITS_00794 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00795 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00796 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Tricholomataceae g__Lepista s__densifolia
ASV_ITS_00797 k__Fungi NA NA NA NA NA NA
ASV_ITS_00798 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00799 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00800 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Sclerotiniaceae g__Botrytis s__caroliniana
ASV_ITS_00801 k__Fungi p__Ascomycota c__Dothideomycetes o__Dothideales NA NA NA
ASV_ITS_00802 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha NA
ASV_ITS_00803 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiales_fam_Incertae_sedis g__Acephala NA
ASV_ITS_00804 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00805 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_00806 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00807 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00808 k__Fungi p__Ascomycota c__Taphrinomycetes o__Taphrinales f__Taphrinaceae g__Taphrina NA
ASV_ITS_00809 k__Fungi p__Ascomycota c__Taphrinomycetes o__Taphrinales f__Taphrinaceae g__Taphrina NA
ASV_ITS_00810 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00811 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales f__Phaeotremellaceae g__Gelidatrema s__spencermartinsiae
ASV_ITS_00812 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00813 k__Fungi p__Ascomycota c__Dothideomycetes o__Venturiales f__Sympoventuriaceae NA NA
ASV_ITS_00814 k__Fungi NA NA NA NA NA NA
ASV_ITS_00815 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00816 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00817 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00818 k__Fungi p__Ascomycota c__Eurotiomycetes o__Eurotiales f__Aspergillaceae g__Penicillium s__brunneoconidiatum
ASV_ITS_00819 k__Fungi NA NA NA NA NA NA
ASV_ITS_00820 k__Fungi NA NA NA NA NA NA
ASV_ITS_00821 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00822 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Leucosporidiales NA NA NA
ASV_ITS_00823 k__Fungi NA NA NA NA NA NA
ASV_ITS_00824 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00825 k__Fungi p__Ascomycota c__Saccharomycetes o__Saccharomycetales f__Lipomycetaceae NA NA
ASV_ITS_00826 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiales_fam_Incertae_sedis g__Acephala NA
ASV_ITS_00827 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lemonniera s__cornuta
ASV_ITS_00828 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Neobulgaria NA
ASV_ITS_00829 k__Fungi NA NA NA NA NA NA
ASV_ITS_00830 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00831 k__Fungi NA NA NA NA NA NA
ASV_ITS_00832 k__Fungi p__Basidiomycota c__Agaricomycetes o__Atheliales f__Atheliaceae g__Athelia NA
ASV_ITS_00833 k__Fungi p__Basidiomycota c__Tremellomycetes o__Filobasidiales f__Piskurozymaceae g__Piskurozyma NA
ASV_ITS_00834 k__Fungi p__Basidiomycota c__Agaricomycetes o__Trechisporales f__Hydnodontaceae g__Trechispora s__subsphaerospora
ASV_ITS_00835 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales NA NA NA
ASV_ITS_00836 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00837 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00838 k__Fungi NA NA NA NA NA NA
ASV_ITS_00839 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__Branch01 NA NA NA
ASV_ITS_00840 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales NA NA NA
ASV_ITS_00841 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales NA NA NA
ASV_ITS_00842 k__Fungi p__Ascomycota c__Leotiomycetes o__Phacidiales f__Phacidiaceae g__Allantophomopsis s__cytisporea
ASV_ITS_00843 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Hymenogastraceae g__Hebeloma s__aurantioumbrinum
ASV_ITS_00844 k__Fungi p__Ascomycota c__Sordariomycetes o__Hypocreales NA NA NA
ASV_ITS_00845 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_00846 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Chaetothyriales_fam_Incertae_sedis g__Sarcinomyces NA
ASV_ITS_00847 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__Branch01 NA NA NA
ASV_ITS_00848 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Clathrosphaerina NA
ASV_ITS_00849 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00850 k__Fungi p__Ascomycota c__Sordariomycetes o__Hypocreales f__Hypocreaceae g__Trichoderma NA
ASV_ITS_00851 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnum NA
ASV_ITS_00852 k__Fungi p__Ascomycota c__Taphrinomycetes o__Taphrinales f__Taphrinaceae g__Taphrina NA
ASV_ITS_00853 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00854 k__Fungi p__Ascomycota c__Sordariomycetes NA NA NA NA
ASV_ITS_00855 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyphodiscus NA
ASV_ITS_00856 k__Fungi p__Ascomycota c__Taphrinomycetes o__Taphrinales f__Taphrinaceae g__Taphrina s__tormentillae
ASV_ITS_00857 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00858 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Alatospora s__pulchella
ASV_ITS_00859 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__GS06 NA NA NA
ASV_ITS_00860 k__Fungi NA NA NA NA NA NA
ASV_ITS_00861 k__Fungi NA NA NA NA NA NA
ASV_ITS_00862 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00863 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00864 k__Fungi p__Basidiomycota c__Agaricomycetes o__Sebacinales f__Serendipitaceae g__Serendipita NA
ASV_ITS_00865 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00866 k__Fungi NA NA NA NA NA NA
ASV_ITS_00867 k__Fungi NA NA NA NA NA NA
ASV_ITS_00868 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00869 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00870 k__Fungi p__Ascomycota c__Dothideomycetes o__Dothideales NA NA NA
ASV_ITS_00871 k__Fungi p__Basidiomycota c__Tremellomycetes NA NA NA NA
ASV_ITS_00872 k__Fungi NA NA NA NA NA NA
ASV_ITS_00873 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha s__variabilis
ASV_ITS_00874 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Claussenomyces NA
ASV_ITS_00875 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00876 k__Fungi NA NA NA NA NA NA
ASV_ITS_00877 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00878 k__Fungi NA NA NA NA NA NA
ASV_ITS_00879 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00880 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00881 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00882 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae g__Cladophialophora s__minutissima
ASV_ITS_00883 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Peniophoraceae g__Peniophora s__laxitexta
ASV_ITS_00884 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Pleurotaceae g__Nematoctonus s__tylosporus
ASV_ITS_00885 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00886 k__Fungi NA NA NA NA NA NA
ASV_ITS_00887 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales NA NA NA
ASV_ITS_00888 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales NA NA NA
ASV_ITS_00889 k__Fungi NA NA NA NA NA NA
ASV_ITS_00890 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00891 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Dermateaceae g__Pseudofabraea s__citricarpa
ASV_ITS_00892 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Godronia s__ribis
ASV_ITS_00893 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00894 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Dermateaceae g__Pezicula NA
ASV_ITS_00895 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00896 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Ascocoryne s__turficola
ASV_ITS_00897 k__Fungi NA NA NA NA NA NA
ASV_ITS_00898 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00899 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales f__Phaeotremellaceae g__Phaeotremella NA
ASV_ITS_00900 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00901 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae g__Coccomyces s__australis
ASV_ITS_00902 k__Fungi NA NA NA NA NA NA
ASV_ITS_00903 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Alatospora NA
ASV_ITS_00904 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00905 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales f__Cantharellales_fam_Incertae_sedis g__Sistotrema NA
ASV_ITS_00906 k__Fungi p__Ascomycota c__Dothideomycetes o__Venturiales f__Sympoventuriaceae NA NA
ASV_ITS_00907 k__Fungi NA NA NA NA NA NA
ASV_ITS_00908 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00909 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius s__scaurus
ASV_ITS_00910 k__Fungi NA NA NA NA NA NA
ASV_ITS_00911 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius s__luteo-ornatus
ASV_ITS_00912 k__Fungi NA NA NA NA NA NA
ASV_ITS_00913 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00914 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Microbotryomycetes_ord_Incertae_sedis f__Microbotryomycetes_fam_Incertae_sedis g__Colacogloea NA
ASV_ITS_00915 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha s__variabilis
ASV_ITS_00916 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Myxotrichaceae g__Oidiodendron NA
ASV_ITS_00917 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Russula s__amoenoides
ASV_ITS_00918 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Gorgomyces s__hungaricus
ASV_ITS_00919 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00920 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Strophariaceae g__Galerina s__mniophila
ASV_ITS_00921 k__Fungi NA NA NA NA NA NA
ASV_ITS_00922 k__Fungi p__Basidiomycota c__Tremellomycetes o__Filobasidiales f__Piskurozymaceae g__Piskurozyma NA
ASV_ITS_00923 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales f__Mycosphaerellaceae g__Ramularia NA
ASV_ITS_00924 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Leucosporidiales NA NA NA
ASV_ITS_00925 k__Fungi NA NA NA NA NA NA
ASV_ITS_00926 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00927 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius s__rossicioenochelis
ASV_ITS_00928 k__Fungi NA NA NA NA NA NA
ASV_ITS_00929 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae NA NA
ASV_ITS_00930 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Leucosporidiales NA NA NA
ASV_ITS_00931 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00932 k__Fungi p__Ascomycota c__Leotiomycetes o__Leotiales f__Mniaeciaceae g__Epithamnolia s__rangiferinae
ASV_ITS_00933 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae NA NA
ASV_ITS_00934 k__Fungi NA NA NA NA NA NA
ASV_ITS_00935 k__Fungi p__Ascomycota c__Sordariomycetes o__Hypocreales NA NA NA
ASV_ITS_00936 k__Fungi NA NA NA NA NA NA
ASV_ITS_00937 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00938 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00939 k__Fungi NA NA NA NA NA NA
ASV_ITS_00940 k__Fungi NA NA NA NA NA NA
ASV_ITS_00941 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Lactarius s__glyciosmus
ASV_ITS_00942 k__Fungi p__Ascomycota c__Dothideomycetes o__Pleosporales NA NA NA
ASV_ITS_00943 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyphodiscus NA
ASV_ITS_00944 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00945 k__Fungi NA NA NA NA NA NA
ASV_ITS_00946 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_00947 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Gorgomyces NA
ASV_ITS_00948 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha NA
ASV_ITS_00949 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae NA NA
ASV_ITS_00950 k__Fungi p__Basidiomycota c__Agaricomycetes NA NA NA NA
ASV_ITS_00951 k__Fungi NA NA NA NA NA NA
ASV_ITS_00952 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales NA NA NA
ASV_ITS_00953 k__Fungi p__Basidiomycota c__Microbotryomycetes NA NA NA NA
ASV_ITS_00954 k__Fungi p__Ascomycota c__Dothideomycetes o__Pleosporales NA NA NA
ASV_ITS_00955 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00956 k__Fungi p__Ascomycota c__Orbiliomycetes o__Orbiliales f__Orbiliaceae g__Monacrosporium s__bembicodes
ASV_ITS_00957 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Peniophoraceae g__Peniophora NA
ASV_ITS_00958 k__Fungi NA NA NA NA NA NA
ASV_ITS_00959 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00960 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00961 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Sclerotiniaceae g__Botrytis NA
ASV_ITS_00962 k__Fungi NA NA NA NA NA NA
ASV_ITS_00963 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha NA
ASV_ITS_00964 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae g__Cladophialophora NA
ASV_ITS_00965 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_00966 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_00967 k__Fungi NA NA NA NA NA NA
ASV_ITS_00968 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00969 k__Fungi NA NA NA NA NA NA
ASV_ITS_00970 k__Fungi NA NA NA NA NA NA
ASV_ITS_00971 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Glutinomyces NA
ASV_ITS_00972 k__Fungi NA NA NA NA NA NA
ASV_ITS_00973 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_00974 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00975 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius NA
ASV_ITS_00976 k__Fungi p__Ascomycota c__Leotiomycetes o__Leotiales f__Mniaeciaceae g__Epithamnolia s__rangiferinae
ASV_ITS_00977 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00978 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius NA
ASV_ITS_00979 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_00980 k__Fungi NA NA NA NA NA NA
ASV_ITS_00981 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales f__Mycosphaerellaceae NA NA
ASV_ITS_00982 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnum NA
ASV_ITS_00983 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius s__fennoscandicus
ASV_ITS_00984 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00985 k__Fungi NA NA NA NA NA NA
ASV_ITS_00986 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00987 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius NA
ASV_ITS_00988 k__Fungi p__Ascomycota c__Eurotiomycetes o__Sclerococcales f__Sclerococcaceae g__Sclerococcum NA
ASV_ITS_00989 k__Fungi p__Ascomycota c__Dothideomycetes o__Venturiales f__Sympoventuriaceae g__Scolecobasidium NA
ASV_ITS_00990 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_00991 k__Fungi NA NA NA NA NA NA
ASV_ITS_00992 k__Fungi NA NA NA NA NA NA
ASV_ITS_00993 k__Fungi p__Ascomycota c__Leotiomycetes o__Leotiales f__Mniaeciaceae g__Epithamnolia s__rangiferinae
ASV_ITS_00994 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Loramycetaceae NA NA
ASV_ITS_00995 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales f__Mortierellaceae g__Mortierella NA
ASV_ITS_00996 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_00997 k__Fungi p__Ascomycota c__Dothideomycetes o__Dothideales NA NA NA
ASV_ITS_00998 k__Fungi p__Ascomycota c__Lecanoromycetes o__Lecanorales f__Micareaceae g__Micarea NA
ASV_ITS_00999 k__Fungi p__Ascomycota c__Leotiomycetes o__Phacidiales f__Phacidiaceae g__Gremmenia s__infestans
ASV_ITS_01000 k__Fungi p__Basidiomycota c__Tremellomycetes NA NA NA NA
ASV_ITS_01001 k__Fungi NA NA NA NA NA NA
ASV_ITS_01002 k__Fungi p__Ascomycota c__Taphrinomycetes o__Taphrinales f__Taphrinaceae g__Taphrina NA
ASV_ITS_01003 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01004 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cyphellaceae g__Rectipilus NA
ASV_ITS_01005 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Tricladiaceae g__Tricladium NA
ASV_ITS_01006 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__GS05 NA NA NA
ASV_ITS_01007 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae NA NA
ASV_ITS_01008 k__Fungi p__Ascomycota c__Dothideomycetes NA NA NA NA
ASV_ITS_01009 k__Fungi NA NA NA NA NA NA
ASV_ITS_01010 k__Fungi p__Ascomycota c__Lecanoromycetes NA NA NA NA
ASV_ITS_01011 k__Fungi NA NA NA NA NA NA
ASV_ITS_01012 k__Fungi NA NA NA NA NA NA
ASV_ITS_01013 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae NA NA
ASV_ITS_01014 k__Fungi NA NA NA NA NA NA
ASV_ITS_01015 k__Fungi NA NA NA NA NA NA
ASV_ITS_01016 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Alatospora s__pulchella
ASV_ITS_01017 k__Fungi NA NA NA NA NA NA
ASV_ITS_01018 k__Fungi NA NA NA NA NA NA
ASV_ITS_01019 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Lactarius s__glyciosmus
